ID,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
9771,Jet Airways,06-06-2019,Mumbai,Hyderabad,BOM ? HYD,02:55,04:20,1h 25m,non-stop,No info,5678
9772,Air India,15-03-2019,Banglore,New Delhi,BLR ? VGA ? DEL,10:30,16-03-2019 11:20,24h 50m,1 stop,No info,7013
9773,Jet Airways,21-05-2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,22-05-2019 19:00,28h,1 stop,No info,16079
9774,Jet Airways,06-06-2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,18:00,8h 25m,1 stop,In-flight meal not included,10539
9775,Jet Airways,06-05-2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,23:35,7h 5m,1 stop,In-flight meal not included,11841
9776,IndiGo,15-03-2019,Banglore,New Delhi,BLR ? BOM ? DEL,19:35,16-03-2019 00:35,5h,1 stop,No info,10509
9777,IndiGo,03-06-2019,Chennai,Kolkata,MAA ? CCU,13:15,15:35,2h 20m,non-stop,No info,3597
9778,Air India,01-05-2019,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,09:25,02-05-2019 13:45,28h 20m,2 stops,No info,15532
9779,Multiple carriers,09-03-2019,Delhi,Cochin,DEL ? BOM ? COK,06:50,21:00,14h 10m,1 stop,In-flight meal not included,14086
9780,Multiple carriers,27-03-2019,Delhi,Cochin,DEL ? HYD ? COK,14:35,22:20,7h 45m,1 stop,In-flight meal not included,5883
9781,Multiple carriers,03-06-2019,Delhi,Cochin,DEL ? BOM ? COK,07:00,21:00,14h,1 stop,No info,7618
9782,Jet Airways,01-05-2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,02-05-2019 18:00,25h,1 stop,In-flight meal not included,9314
9783,Jet Airways,09-06-2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,21:05,11h 30m,1 stop,In-flight meal not included,13994
9784,IndiGo,27-04-2019,Delhi,Cochin,DEL ? HYD ? COK,07:35,12:10,4h 35m,1 stop,No info,5073
9785,Air Asia,24-03-2019,Banglore,New Delhi,BLR ? DEL,11:10,13:55,2h 45m,non-stop,No info,3383
9786,Multiple carriers,01-06-2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:15,10h 15m,1 stop,No info,16108
9787,Multiple carriers,27-05-2019,Delhi,Cochin,DEL ? BOM ? COK,10:20,28-05-2019 01:30,15h 10m,1 stop,No info,6795
9788,Jet Airways,01-04-2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,02-04-2019 04:40,12h 10m,1 stop,No info,12681
9789,Jet Airways,12-06-2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,13-06-2019 12:35,21h 35m,1 stop,In-flight meal not included,10262
9790,Vistara,06-06-2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,07-06-2019 18:50,25h 50m,1 stop,No info,8820
9791,Jet Airways,09-03-2019,Banglore,New Delhi,BLR ? BDQ ? DEL,05:50,12:20,6h 30m,1 stop,In-flight meal not included,10037
9792,Multiple carriers,12-06-2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,12:35,6h 35m,1 stop,No info,11789
9793,GoAir,15-05-2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,19:35,9h,1 stop,No info,7378
9794,IndiGo,24-05-2019,Banglore,Delhi,BLR ? DEL,18:55,21:50,2h 55m,non-stop,No info,4823
9795,Jet Airways,24-06-2019,Banglore,Delhi,BLR ? DEL,19:50,22:50,3h,non-stop,In-flight meal not included,6478
9796,Jet Airways,01-06-2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,02-06-2019 04:25,18h 45m,2 stops,No info,13014
9797,Jet Airways,24-05-2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,22:35,6h 5m,1 stop,In-flight meal not included,10844
9798,Multiple carriers,27-06-2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,21:00,13h,1 stop,No info,7408
9799,Multiple carriers,27-06-2019,Delhi,Cochin,DEL ? HYD ? COK,07:05,16:10,9h 5m,1 stop,No info,9646
9800,SpiceJet,06-05-2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No info,3597
9801,SpiceJet,27-06-2019,Kolkata,Banglore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No info,3873
9802,GoAir,27-06-2019,Delhi,Cochin,DEL ? BOM ? COK,14:25,19:35,5h 10m,1 stop,No info,7870
9803,Jet Airways,27-06-2019,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:30,12:35,7h 5m,2 stops,In-flight meal not included,13344
9804,Air India,12-06-2019,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,non-stop,No info,3100
9805,Air India,18-03-2019,Banglore,New Delhi,BLR ? DEL,21:05,23:55,2h 50m,non-stop,No info,4441
9806,IndiGo,27-03-2019,Delhi,Cochin,DEL ? HYD ? COK,04:55,12:00,7h 5m,1 stop,No info,6171
9807,Jet Airways,09-05-2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,10-05-2019 10:55,14h 30m,1 stop,No info,10953
9808,Air India,09-05-2019,Kolkata,Banglore,CCU ? VNS ? DEL ? BLR,14:30,10-05-2019 08:55,18h 25m,2 stops,No info,14214
9809,IndiGo,24-06-2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,21:00,13h 30m,1 stop,No info,6093
9810,Air India,24-06-2019,Delhi,Cochin,DEL ? JDH ? BOM ? COK,12:55,25-06-2019 19:15,30h 20m,2 stops,No info,12436
9811,Jet Airways,18-05-2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,13:25,19-05-2019 19:00,29h 35m,2 stops,No info,15129
9812,Multiple carriers,03-06-2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,12:35,6h 35m,1 stop,No info,13259
9813,Air India,24-05-2019,Kolkata,Banglore,CCU ? GAU ? DEL ? BLR,09:50,25-05-2019 12:30,26h 40m,2 stops,No info,15170
9814,Jet Airways,21-05-2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,22:35,6h 5m,1 stop,No info,14781
9815,IndiGo,01-06-2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,02-06-2019 01:30,14h 5m,1 stop,No info,6206
9816,SpiceJet,09-05-2019,Kolkata,Banglore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No check-in baggage included,3841
9817,Jet Airways,15-06-2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:00,7h 30m,1 stop,No info,14714
9818,IndiGo,09-06-2019,Delhi,Cochin,DEL ? BOM ? COK,04:55,21:00,16h 5m,1 stop,No info,6093
9819,Jet Airways,09-06-2019,Banglore,Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,No info,8016
9820,Air India,27-03-2019,Delhi,Cochin,DEL ? MAA ? COK,06:05,28-03-2019 09:25,27h 20m,1 stop,No info,5117
9821,Jet Airways,01-05-2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,02-05-2019 04:40,20h 15m,1 stop,In-flight meal not included,8586
9822,IndiGo,09-03-2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,10-03-2019 01:35,10h 35m,1 stop,No info,13611
9823,IndiGo,09-05-2019,Delhi,Cochin,DEL ? HYD ? COK,16:10,22:30,6h 20m,1 stop,No info,6704
9824,IndiGo,09-05-2019,Kolkata,Banglore,CCU ? MAA ? BLR,06:20,10:20,4h,1 stop,No info,4226
9825,Air India,06-04-2019,Banglore,Delhi,BLR ? DEL,17:00,19:45,2h 45m,non-stop,No info,4651
9826,SpiceJet,27-05-2019,Kolkata,Banglore,CCU ? BLR,22:20,28-05-2019 00:40,2h 20m,non-stop,No info,3873
9827,GoAir,03-03-2019,Banglore,New Delhi,BLR ? DEL,20:55,23:50,2h 55m,non-stop,No info,7222
9828,Multiple carriers,15-05-2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,21:00,9h 30m,1 stop,No info,13727
9829,IndiGo,27-03-2019,Delhi,Cochin,DEL ? BOM ? COK,09:10,15:30,6h 20m,1 stop,No info,10141
9830,SpiceJet,24-04-2019,Banglore,Delhi,BLR ? DEL,21:10,25-04-2019 00:05,2h 55m,non-stop,No info,3625
9831,IndiGo,15-04-2019,Delhi,Cochin,DEL ? HYD ? COK,07:35,16:10,8h 35m,1 stop,No info,6442
9832,Jet Airways,06-05-2019,Banglore,Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,No info,7229
9833,Air Asia,24-06-2019,Delhi,Cochin,DEL ? BLR ? COK,16:45,25-06-2019 06:35,13h 50m,1 stop,No info,6752
9834,Jet Airways,24-03-2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,25-03-2019 18:10,21h,1 stop,No info,13759
9835,Air India,06-03-2019,Mumbai,Hyderabad,BOM ? BBI ? HYD,12:00,07-03-2019 12:25,24h 25m,1 stop,No info,14408
9836,Air India,09-06-2019,Delhi,Cochin,DEL ? CCU ? BOM ? COK,20:15,10-06-2019 19:15,23h,2 stops,No info,13381
9837,Vistara,01-04-2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,02-04-2019 20:20,27h 20m,1 stop,No info,9135
9838,IndiGo,15-05-2019,Kolkata,Banglore,CCU ? NAG ? BLR,18:05,23:30,5h 25m,1 stop,No info,6218
9839,SpiceJet,27-04-2019,Kolkata,Banglore,CCU ? BLR,09:00,11:25,2h 25m,non-stop,No info,4174
9840,Air India,06-06-2019,Kolkata,Banglore,CCU ? HYD ? BLR,19:00,07-06-2019 11:05,16h 5m,1 stop,No info,6117
9841,Jet Airways,15-05-2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,21:05,11h 30m,1 stop,In-flight meal not included,10703
9842,Jet Airways,12-06-2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,13-06-2019 09:45,24h 10m,1 stop,No info,12692
9843,Jet Airways,06-06-2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,07-06-2019 10:55,17h 55m,1 stop,In-flight meal not included,10539
9844,Jet Airways,24-03-2019,Kolkata,Banglore,CCU ? BOM ? BLR,13:55,19:40,5h 45m,1 stop,In-flight meal not included,11134
9845,IndiGo,24-03-2019,Banglore,New Delhi,BLR ? DEL,21:20,22-03-2019 00:15,2h 55m,non-stop,No info,4777
9846,Jet Airways,18-05-2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,19-05-2019 12:35,25h 5m,1 stop,In-flight meal not included,12373
9847,Multiple carriers,03-03-2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,13:05,21:20,8h 15m,2 stops,No info,11966
9848,IndiGo,15-05-2019,Chennai,Kolkata,MAA ? CCU,22:05,16-05-2019 00:25,2h 20m,non-stop,No info,5277
9849,Air India,01-03-2019,Banglore,New Delhi,BLR ? BOM ? AMD ? DEL,08:50,02-03-2019 23:55,39h 5m,2 stops,No info,17135
9850,Jet Airways,06-06-2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,19:00,5h,1 stop,No info,14714
9851,IndiGo,09-03-2019,Banglore,New Delhi,BLR ? DEL,22:20,10-03-2019 01:10,2h 50m,non-stop,No info,6144
9852,Air India,01-04-2019,Banglore,Delhi,BLR ? DEL,13:20,16:10,2h 50m,non-stop,No info,5911
9853,Vistara,12-03-2019,Mumbai,Hyderabad,BOM ? DEL ? HYD,19:45,13-03-2019 19:55,24h 10m,1 stop,No info,12080
9854,IndiGo,06-04-2019,Banglore,Delhi,BLR ? DEL,10:30,13:20,2h 50m,non-stop,No info,4423
9855,Multiple carriers,27-05-2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,21:00,12h,1 stop,No info,7618
9856,Air Asia,27-05-2019,Banglore,Delhi,BLR ? DEL,11:10,13:55,2h 45m,non-stop,No info,3383
9857,Air India,06-03-2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,07-03-2019 19:15,23h 30m,2 stops,No info,12646
9858,Multiple carriers,18-05-2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,21:00,15h,1 stop,No info,7670
9859,IndiGo,15-05-2019,Kolkata,Banglore,CCU ? BLR,04:40,07:15,2h 35m,non-stop,No info,4804
9860,Jet Airways,12-03-2019,Banglore,New Delhi,BLR ? BOM ? DEL,20:35,13-03-2019 18:25,21h 50m,1 stop,In-flight meal not included,11087
9861,Jet Airways,18-04-2019,Banglore,Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,No info,7229
9862,SpiceJet,03-03-2019,Chennai,Kolkata,MAA ? CCU,08:20,10:35,2h 15m,non-stop,No info,7050
9863,Jet Airways,01-04-2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,02-04-2019 18:15,22h 15m,1 stop,No info,12681
9864,SpiceJet,03-04-2019,Delhi,Cochin,DEL ? PNQ ? COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,4098
9865,SpiceJet,12-05-2019,Chennai,Kolkata,MAA ? CCU,09:45,12:00,2h 15m,non-stop,No check-in baggage included,3543
9866,Jet Airways,21-05-2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,22-05-2019 18:00,21h 35m,1 stop,No info,14151
9867,Jet Airways,24-03-2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,22:35,16h 5m,1 stop,No info,13339
9868,Jet Airways,24-05-2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,25-05-2019 12:00,14h 50m,1 stop,In-flight meal not included,9663
9869,Jet Airways,27-05-2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,28-05-2019 04:25,16h 55m,1 stop,In-flight meal not included,12898
9870,Air India,03-06-2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,19:15,7h 15m,2 stops,No info,8603
9871,Jet Airways,12-06-2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,13-06-2019 12:00,19h 30m,1 stop,No info,13044
9872,SpiceJet,06-03-2019,Kolkata,Banglore,CCU ? BLR,17:15,19:45,2h 30m,non-stop,No info,4622
9873,Multiple carriers,21-03-2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,21:00,7h,1 stop,No info,13062
9874,Multiple carriers,12-06-2019,Delhi,Cochin,DEL ? BOM ? COK,09:15,19:00,9h 45m,1 stop,No info,11622
9875,Jet Airways,12-03-2019,Banglore,New Delhi,BLR ? BOM ? DEL,20:35,13-03-2019 20:20,23h 45m,1 stop,In-flight meal not included,11087
9876,Multiple carriers,15-06-2019,Delhi,Cochin,DEL ? BOM ? COK,10:20,19:00,8h 40m,1 stop,No info,11789
9877,Jet Airways,09-05-2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,10-05-2019 09:20,14h 25m,1 stop,In-flight meal not included,9663
9878,Jet Airways,06-03-2019,Banglore,New Delhi,BLR ? BOM ? DEL,08:55,16:10,7h 15m,1 stop,No info,19225
9879,Multiple carriers,27-06-2019,Delhi,Cochin,DEL ? BOM ? COK,11:40,28-06-2019 01:30,13h 50m,1 stop,In-flight meal not included,5797
9880,Multiple carriers,01-06-2019,Delhi,Cochin,DEL ? BOM ? COK,12:50,19:15,6h 25m,1 stop,No info,9526
9881,Jet Airways,09-04-2019,Banglore,Delhi,BLR ? DEL,19:50,22:50,3h,non-stop,No info,7229
9882,Multiple carriers,09-04-2019,Delhi,Cochin,DEL ? BOM ? COK,08:30,19:00,10h 30m,1 stop,No info,10877
9883,Air India,06-03-2019,Banglore,New Delhi,BLR ? HYD ? VGA ? DEL,08:15,22:55,14h 40m,2 stops,No info,13942
9884,Air Asia,09-05-2019,Banglore,Delhi,BLR ? DEL,11:10,13:55,2h 45m,non-stop,No info,3383
9885,Jet Airways,15-06-2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,16-06-2019 04:25,14h 25m,1 stop,In-flight meal not included,10262
9886,Air India,24-05-2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,05:50,20:25,14h 35m,2 stops,No info,11201
9887,Jet Airways,01-06-2019,Delhi,Cochin,DEL ? BOM ? COK,19:15,02-06-2019 04:25,9h 10m,1 stop,In-flight meal not included,10262
9888,Air India,03-06-2019,Delhi,Cochin,DEL ? GOI ? BOM ? COK,22:00,04-06-2019 19:15,21h 15m,2 stops,No info,10231
9889,Jet Airways,15-03-2019,Banglore,New Delhi,BLR ? BOM ? DEL,14:05,16-03-2019 08:15,18h 10m,1 stop,In-flight meal not included,9134
9890,Air Asia,18-05-2019,Kolkata,Banglore,CCU ? BLR,10:20,12:55,2h 35m,non-stop,No info,5645
9891,Jet Airways,01-06-2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,02-06-2019 04:25,13h 25m,1 stop,No info,14714
9892,Air India,06-03-2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,16:40,07-03-2019 19:15,26h 35m,2 stops,No info,12646
9893,Air India,03-06-2019,Delhi,Cochin,DEL ? GOI ? BOM ? COK,10:55,19:15,8h 20m,2 stops,No info,12173
9894,IndiGo,12-06-2019,Mumbai,Hyderabad,BOM ? HYD,21:20,22:50,1h 30m,non-stop,No info,2227
9895,Multiple carriers,06-05-2019,Delhi,Cochin,DEL ? BOM ? COK,07:30,19:00,11h 30m,1 stop,No info,10529
9896,Jet Airways,18-05-2019,Delhi,Cochin,DEL ? COK,11:00,14:15,3h 15m,non-stop,In-flight meal not included,7202
9897,Multiple carriers,27-05-2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,21:00,12h,1 stop,In-flight meal not included,7886
9898,SpiceJet,18-06-2019,Mumbai,Hyderabad,BOM ? HYD,22:45,19-06-2019 00:15,1h 30m,non-stop,No info,2017
9899,IndiGo,27-04-2019,Delhi,Cochin,DEL ? HYD ? COK,05:05,16:10,11h 5m,1 stop,No info,6171
9900,Jet Airways,03-06-2019,Mumbai,Hyderabad,BOM ? HYD,02:55,04:20,1h 25m,non-stop,In-flight meal not included,4050
9901,SpiceJet,09-05-2019,Kolkata,Banglore,CCU ? KNU ? BLR,11:35,18:50,7h 15m,1 stop,No info,8479
9902,Air Asia,18-05-2019,Banglore,Delhi,BLR ? DEL,04:55,07:45,2h 50m,non-stop,No info,4282
9903,Vistara,24-05-2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:20,25-05-2019 20:20,24h,1 stop,No info,9345
9904,Air India,24-06-2019,Delhi,Cochin,DEL ? TRV ? COK,05:15,25-06-2019 06:50,25h 35m,1 stop,No info,6587
9905,IndiGo,03-05-2019,Mumbai,Hyderabad,BOM ? HYD,20:05,21:40,1h 35m,non-stop,No info,2754
9906,SpiceJet,21-06-2019,Banglore,Delhi,BLR ? DEL,21:10,22-06-2019 00:05,2h 55m,non-stop,No check-in baggage included,3919
9907,Jet Airways,12-06-2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,13-06-2019 04:25,18h 45m,2 stops,In-flight meal not included,10368
9908,Air India,03-03-2019,Banglore,New Delhi,BLR ? BBI ? DEL,09:30,16:20,6h 50m,1 stop,No info,11654
9909,GoAir,01-04-2019,Banglore,Delhi,BLR ? DEL,20:55,23:40,2h 45m,non-stop,No info,4239
9910,IndiGo,27-05-2019,Delhi,Cochin,DEL ? HYD ? COK,06:50,16:10,9h 20m,1 stop,No info,6674
9911,Multiple carriers,24-06-2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,25-06-2019 01:30,12h 30m,1 stop,No info,7198
9912,IndiGo,12-06-2019,Kolkata,Banglore,CCU ? PNQ ? BLR,21:00,13-06-2019 02:15,5h 15m,1 stop,No info,5930
9913,Jet Airways,09-05-2019,Banglore,Delhi,BLR ? DEL,07:10,10:10,3h,non-stop,No info,7229
9914,Air India,01-04-2019,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,10:00,02-04-2019 01:20,15h 20m,2 stops,No info,10408
9915,Air India,12-06-2019,Delhi,Cochin,DEL ? LKO ? BOM ? COK,07:10,13-06-2019 07:40,24h 30m,2 stops,No info,12488
9916,IndiGo,09-06-2019,Chennai,Kolkata,MAA ? CCU,05:15,07:40,2h 25m,non-stop,No info,3540
9917,Jet Airways,12-06-2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,13-06-2019 09:20,13h 20m,1 stop,In-flight meal not included,8529
9918,Jet Airways,24-06-2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,14:35,25-06-2019 04:25,13h 50m,2 stops,No info,13376
9919,GoAir,24-05-2019,Kolkata,Banglore,CCU ? AMD ? BLR,16:40,25-05-2019 00:15,7h 35m,1 stop,No info,8855
9920,Jet Airways,15-05-2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,19:50,13h 20m,1 stop,No info,14781
9921,IndiGo,27-06-2019,Delhi,Cochin,DEL ? BOM ? COK,17:10,28-06-2019 01:30,8h 20m,1 stop,No info,5684
9922,Jet Airways,09-05-2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,19:30,10-05-2019 04:25,8h 55m,2 stops,In-flight meal not included,13029
9923,Jet Airways,01-05-2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,02-05-2019 19:00,23h 50m,2 stops,No info,15129
9924,Air India,09-06-2019,Kolkata,Banglore,CCU ? BOM ? BLR,09:25,18:30,9h 5m,1 stop,No info,8576
9925,Jet Airways,09-03-2019,Banglore,New Delhi,BLR ? BOM ? DEL,08:55,13-03-2019 11:25,26h 30m,1 stop,In-flight meal not included,11087
9926,Jet Airways,09-06-2019,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,non-stop,No info,5678
9927,Jet Airways,21-03-2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,22-03-2019 04:25,10h 10m,1 stop,No info,12557
9928,IndiGo,27-03-2019,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,non-stop,No info,3858
9929,Jet Airways,09-05-2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,10-05-2019 12:35,22h 35m,1 stop,In-flight meal not included,12373
9930,IndiGo,18-03-2019,Mumbai,Hyderabad,BOM ? HYD,09:10,10:40,1h 30m,non-stop,No info,4049
9931,Jet Airways,15-03-2019,Banglore,New Delhi,BLR ? BOM ? DEL,16:55,13-03-2019 00:45,7h 50m,1 stop,No info,21934
9932,Air India,27-06-2019,Kolkata,Banglore,CCU ? BLR,14:15,16:45,2h 30m,non-stop,No info,5510
9933,Vistara,15-06-2019,Delhi,Cochin,DEL ? COK,14:40,17:50,3h 10m,non-stop,No info,6216
9934,Air India,01-04-2019,Mumbai,Hyderabad,BOM ? HYD,19:30,20:45,1h 15m,non-stop,No info,2050
9935,IndiGo,03-04-2019,Mumbai,Hyderabad,BOM ? HYD,02:35,04:05,1h 30m,non-stop,No info,2754
9936,IndiGo,27-06-2019,Chennai,Kolkata,MAA ? CCU,07:55,10:15,2h 20m,non-stop,No info,3850
9937,IndiGo,06-05-2019,Chennai,Kolkata,MAA ? CCU,05:15,07:40,2h 25m,non-stop,No info,3540
9938,Jet Airways,01-05-2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,02-05-2019 08:15,25h 45m,1 stop,In-flight meal not included,9663
9939,Air India,06-03-2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,07:05,07-03-2019 09:25,26h 20m,2 stops,No info,9190
9940,Jet Airways,27-05-2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,28-05-2019 19:00,28h,1 stop,In-flight meal not included,12898
9941,GoAir,15-04-2019,Banglore,Delhi,BLR ? DEL,07:45,10:40,2h 55m,non-stop,No info,4632
9942,SpiceJet,24-03-2019,Mumbai,Hyderabad,BOM ? HYD,13:10,14:30,1h 20m,non-stop,No info,2753
9943,Air India,12-03-2019,Banglore,New Delhi,BLR ? BOM ? NAG ? DEL,08:50,13-03-2019 10:15,25h 25m,2 stops,No info,12778
9944,Air India,12-06-2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,05:50,13-06-2019 08:55,27h 5m,2 stops,No info,12723
9945,IndiGo,24-06-2019,Kolkata,Banglore,CCU ? BLR,11:30,14:05,2h 35m,non-stop,No info,4804
9946,IndiGo,18-04-2019,Banglore,Delhi,BLR ? DEL,20:00,22:50,2h 50m,non-stop,No info,4823
9947,Air Asia,27-06-2019,Delhi,Cochin,DEL ? BLR ? COK,07:55,13:25,5h 30m,1 stop,No info,6152
9948,Vistara,27-06-2019,Delhi,Cochin,DEL ? COK,06:00,09:10,3h 10m,non-stop,No info,6216
9949,IndiGo,24-06-2019,Delhi,Cochin,DEL ? BLR ? COK,02:00,07:45,5h 45m,1 stop,No info,6016
9950,Multiple carriers,27-06-2019,Delhi,Cochin,DEL ? BOM ? COK,09:15,19:00,9h 45m,1 stop,No info,11622
9951,Air India,06-05-2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,12:00,21:50,9h 50m,2 stops,No info,10151
9952,Jet Airways,27-03-2019,Delhi,Cochin,DEL ? IXC ? BOM ? COK,06:20,28-03-2019 04:25,22h 5m,2 stops,No info,12273
9953,Jet Airways,12-06-2019,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,20:00,13-06-2019 04:25,8h 25m,2 stops,In-flight meal not included,12410
9954,Jet Airways,12-03-2019,Banglore,New Delhi,BLR ? BOM ? DEL,05:45,13-03-2019 08:15,26h 30m,1 stop,No info,12547
9955,Jet Airways,15-06-2019,Delhi,Cochin,DEL ? BOM ? COK,22:50,16-06-2019 12:35,13h 45m,1 stop,In-flight meal not included,10262
9956,Multiple carriers,09-05-2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:15,7h 45m,1 stop,No info,14323
9957,Jet Airways,21-06-2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,3210
9958,Multiple carriers,03-03-2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,21:00,11h,1 stop,No info,16863
9959,Multiple carriers,01-06-2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,19:15,7h 50m,1 stop,No info,8937
9960,Jet Airways,27-03-2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,29-03-2019 04:25,33h 15m,2 stops,No info,10929
9961,IndiGo,09-06-2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,10-06-2019 01:30,14h 55m,1 stop,No info,6104
9962,SpiceJet,21-03-2019,Delhi,Cochin,DEL ? MAA ? COK,15:55,21:55,6h,1 stop,No info,5511
9963,Jet Airways,24-03-2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,25-03-2019 16:20,19h 10m,1 stop,No info,13759
9964,Air India,21-05-2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,05:55,22-05-2019 07:40,25h 45m,2 stops,No info,11543
9965,Jet Airways,18-05-2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,19:10,9h 35m,1 stop,No info,13067
9966,Jet Airways,15-06-2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,16-06-2019 04:25,21h 20m,1 stop,In-flight meal not included,10262
9967,Air India,06-06-2019,Delhi,Cochin,DEL ? CCU ? BOM ? COK,16:55,07-06-2019 19:15,26h 20m,2 stops,No info,13591
9968,Jet Airways,27-03-2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:10,28-03-2019 19:45,24h 35m,2 stops,No info,10929
9969,Jet Airways,27-04-2019,Banglore,Delhi,BLR ? DEL,19:50,22:50,3h,non-stop,No info,7229
9970,Air Asia,15-05-2019,Delhi,Cochin,DEL ? BLR ? COK,07:55,13:25,5h 30m,1 stop,No info,6451
9971,IndiGo,03-03-2019,Chennai,Kolkata,MAA ? CCU,11:35,14:00,2h 25m,non-stop,No info,7295
9972,IndiGo,03-06-2019,Banglore,Delhi,BLR ? DEL,01:30,04:15,2h 45m,non-stop,No info,3943
