Airline,Source,Destination,Total_Stops,Price,Duration_Hours_Minutes,Day_of_Departure,Month_of_Departure,Year_of_Departure,Dep_Time_Hour,Dep_Time_Minute,Arrival_Time_Hour,Arrival_Time_Minute,Day_of_Arrival,Month_of_Arrival,Year_of_Arrival
Jet Airways,Banglore,Delhi,1,7832.0,375,21,3,2019,14,5,20,20,21,3,2019
Air India,Kolkata,Banglore,2,11516.0,1045,4,1,2019,5,50,23,15,4,1,2019
IndiGo,Chennai,Kolkata,0,3850.0,140,18,3,2019,7,55,10,15,18,3,2019
Jet Airways,Delhi,Cochin,2,17229.0,870,3,9,2019,13,55,4,25,3,10,2019
SpiceJet,Kolkata,Banglore,0,3873.0,140,27,6,2019,22,20,0,40,28,6,2019
Jet Airways,Mumbai,Hyderabad,0,4160.0,85,4,3,2019,7,5,8,30,4,3,2019
Multiple carriers,Delhi,Cochin,1,7670.0,490,18,5,2019,12,50,21,0,18,5,2019
Jet Airways,Kolkata,Banglore,1,10031.0,475,24,3,2019,8,25,16,20,24,3,2019
Jet Airways,Delhi,Cochin,2,11150.0,1390,27,6,2019,13,25,12,35,28,6,2019
Jet Airways,Banglore,Delhi,1,9134.0,405,15,3,2019,11,40,18,25,15,3,2019
SpiceJet,Banglore,Delhi,0,4423.0,170,18,5,2019,9,30,12,20,18,5,2019
Air Asia,Kolkata,Banglore,0,3807.0,150,21,6,2019,22,50,1,20,22,6,2019
Air India,Delhi,Cochin,1,7480.0,1640,21,5,2019,6,5,9,25,22,5,2019
IndiGo,Banglore,Delhi,0,4423.0,165,5,6,2019,6,5,8,50,5,6,2019
IndiGo,Banglore,Delhi,0,4823.0,180,18,6,2019,16,55,19,55,18,6,2019
Vistara,Kolkata,Banglore,1,12102.0,1645,24,3,2019,17,0,20,25,25,3,2019
Multiple carriers,Delhi,Cochin,1,15342.0,615,3,6,2019,9,0,19,15,3,6,2019
Jet Airways,Kolkata,Banglore,1,10844.0,365,5,6,2019,16,30,22,35,5,6,2019
Air India,Delhi,Cochin,1,7480.0,1420,6,12,2019,9,45,9,25,13,6,2019
Air India,Kolkata,Banglore,1,4227.0,580,4,1,2019,19,0,4,40,4,2,2019
Air India,Delhi,Cochin,1,7690.0,1420,6,9,2019,9,45,9,25,6,10,2019
SpiceJet,Kolkata,Banglore,1,8224.0,330,18,5,2019,15,55,21,25,18,5,2019
Vistara,Banglore,Delhi,0,5823.0,165,18,4,2019,19,30,22,15,18,4,2019
Jet Airways,Banglore,Delhi,1,9134.0,570,15,3,2019,8,55,18,25,15,3,2019
Jet Airways,Banglore,Delhi,1,26890.0,470,3,1,2019,16,55,0,45,3,2,2019
Air India,Kolkata,Banglore,1,8366.0,1350,6,9,2019,9,25,7,55,6,10,2019
Air India,Delhi,Cochin,1,7480.0,1535,6,1,2019,5,15,6,50,6,2,2019
Jet Airways,Kolkata,Banglore,1,14781.0,365,5,12,2019,16,30,22,35,5,12,2019
Air India,Kolkata,Banglore,2,13990.0,2480,24,3,2019,5,55,23,15,25,3,2019
Air India,Delhi,Cochin,2,8245.0,1560,21,3,2019,17,15,19,15,22,3,2019
Jet Airways,Delhi,Cochin,1,10262.0,540,24,6,2019,10,0,19,0,24,6,2019
Jet Airways,Kolkata,Banglore,1,12739.0,1330,6,12,2019,6,30,4,40,13,6,2019
Multiple carriers,Delhi,Cochin,1,7575.0,470,21,5,2019,11,25,19,15,21,5,2019
Air India,Banglore,Delhi,0,11633.0,165,18,3,2019,17,0,19,45,18,3,2019
Jet Airways,Delhi,Cochin,2,10368.0,810,15,6,2019,5,30,19,0,15,6,2019
Jet Airways,Banglore,Delhi,1,13817.0,365,3,12,2019,16,55,23,0,3,12,2019
Jet Airways,Kolkata,Banglore,1,14231.0,520,24,3,2019,13,55,22,35,24,3,2019
Jet Airways,Banglore,Delhi,1,6992.0,680,21,3,2019,11,40,23,0,21,3,2019
Air India,Banglore,Delhi,0,6961.0,165,21,6,2019,6,10,8,55,21,6,2019
Jet Airways,Delhi,Cochin,2,16263.0,505,6,1,2019,20,0,4,25,6,2,2019
Jet Airways,Delhi,Cochin,1,14714.0,330,27,6,2019,7,5,12,35,27,6,2019
Multiple carriers,Delhi,Cochin,1,7740.0,810,24,6,2019,7,30,21,0,24,6,2019
Jet Airways,Banglore,Delhi,1,11087.0,520,18,3,2019,11,40,20,20,18,3,2019
Multiple carriers,Delhi,Cochin,1,14486.0,450,21,3,2019,8,0,15,30,21,3,2019
IndiGo,Delhi,Cochin,1,6442.0,375,21,5,2019,11,55,18,10,21,5,2019
Air India,Kolkata,Banglore,2,10361.0,1830,18,5,2019,12,0,18,30,19,5,2019
Air Asia,Kolkata,Banglore,1,5320.0,955,5,12,2019,7,35,23,30,5,12,2019
Jet Airways,Delhi,Cochin,2,10368.0,1615,15,6,2019,9,40,12,35,16,6,2019
SpiceJet,Kolkata,Banglore,0,4174.0,150,15,5,2019,17,10,19,40,15,5,2019
Air India,Delhi,Cochin,1,8151.0,875,21,5,2019,17,40,8,15,22,5,2019
Jet Airways,Delhi,Cochin,1,12557.0,1610,21,3,2019,16,0,18,50,22,3,2019
Air India,Banglore,Delhi,0,6961.0,165,15,6,2019,10,0,12,45,15,6,2019
Air India,Banglore,Delhi,0,4441.0,170,4,9,2019,21,5,23,55,4,9,2019
SpiceJet,Mumbai,Hyderabad,0,2753.0,85,15,3,2019,22,45,0,10,16,3,2019
SpiceJet,Kolkata,Banglore,0,3841.0,140,4,6,2019,22,20,0,40,4,7,2019
Air India,Delhi,Cochin,1,5022.0,1010,4,6,2019,6,10,23,0,4,6,2019
Air India,Delhi,Cochin,0,5201.0,170,6,6,2019,5,10,8,0,6,6,2019
Air India,Delhi,Cochin,0,6934.0,180,6,3,2019,14,10,17,10,6,3,2019
IndiGo,Kolkata,Banglore,1,5699.0,280,4,1,2019,17,35,22,15,4,1,2019
Vistara,Banglore,Delhi,0,5088.0,165,27,6,2019,19,30,22,15,27,6,2019
Multiple carriers,Delhi,Cochin,1,8601.0,650,21,3,2019,8,25,19,15,21,3,2019
IndiGo,Kolkata,Banglore,1,11319.0,295,15,5,2019,9,20,14,15,15,5,2019
IndiGo,Mumbai,Hyderabad,0,3838.0,85,3,9,2019,21,20,22,45,3,9,2019
Jet Airways,Kolkata,Banglore,1,14388.0,1010,5,12,2019,16,30,9,20,13,5,2019
Jet Airways,Delhi,Cochin,2,10824.0,1620,15,6,2019,9,35,12,35,16,6,2019
Jet Airways,Delhi,Cochin,1,5177.0,360,4,6,2019,13,0,19,0,4,6,2019
Jet Airways,Delhi,Cochin,1,14714.0,450,27,6,2019,11,30,19,0,27,6,2019
Jet Airways,Kolkata,Banglore,1,13626.0,685,6,12,2019,8,25,19,50,6,12,2019
Air India,Delhi,Cochin,2,13381.0,1490,24,6,2019,6,50,7,40,25,6,2019
Air India,Delhi,Cochin,2,18211.0,1485,3,9,2019,18,30,19,15,3,10,2019
Multiple carriers,Delhi,Cochin,2,6653.0,485,21,3,2019,13,15,21,20,21,3,2019
Jet Airways,Kolkata,Banglore,1,14781.0,570,5,12,2019,14,5,23,35,5,12,2019
Air India,Kolkata,Banglore,2,11458.0,955,5,6,2019,9,25,1,20,5,7,2019
Jet Airways,Kolkata,Banglore,1,10844.0,800,6,9,2019,6,30,19,50,6,9,2019
IndiGo,Mumbai,Hyderabad,0,3342.0,90,24,5,2019,2,35,4,5,24,5,2019
Jet Airways,Delhi,Cochin,1,10262.0,1100,24,6,2019,18,15,12,35,25,6,2019
IndiGo,Chennai,Kolkata,0,5277.0,140,24,6,2019,22,5,0,25,25,6,2019
Air India,Banglore,Delhi,0,4441.0,165,24,3,2019,6,10,8,55,24,3,2019
SpiceJet,Chennai,Kolkata,0,3543.0,135,5,3,2019,8,20,10,35,5,3,2019
Air India,Banglore,Delhi,1,13912.0,330,3,6,2019,6,45,12,15,3,6,2019
Multiple carriers,Delhi,Cochin,1,9315.0,740,27,5,2019,6,40,19,0,27,5,2019
Jet Airways,Delhi,Cochin,1,10262.0,335,6,1,2019,22,50,4,25,6,2,2019
Air India,Delhi,Cochin,2,12199.0,1560,27,6,2019,17,15,19,15,28,6,2019
IndiGo,Chennai,Kolkata,0,5277.0,140,27,5,2019,22,5,0,25,28,5,2019
Air India,Kolkata,Banglore,2,6117.0,1170,6,12,2019,9,10,4,40,13,6,2019
IndiGo,Banglore,Delhi,0,5734.0,170,24,3,2019,10,10,13,0,24,3,2019
Air Asia,Delhi,Cochin,1,8627.0,660,3,6,2019,20,10,7,10,3,7,2019
Multiple carriers,Delhi,Cochin,1,6795.0,830,15,6,2019,11,40,1,30,16,6,2019
IndiGo,Delhi,Cochin,0,5601.0,195,21,5,2019,14,25,17,40,21,5,2019
Jet Airways,Banglore,Delhi,0,7229.0,180,21,4,2019,17,45,20,45,21,4,2019
IndiGo,Delhi,Cochin,1,8330.0,630,5,9,2019,15,0,1,30,5,10,2019
IndiGo,Banglore,Delhi,0,4823.0,170,5,3,2019,8,30,11,20,5,3,2019
Jet Airways,Kolkata,Banglore,1,13759.0,1610,24,3,2019,19,45,22,35,25,3,2019
Air India,Delhi,Cochin,2,10231.0,1600,6,12,2019,5,0,7,40,13,6,2019
Jet Airways,Delhi,Cochin,1,12898.0,1425,27,5,2019,19,15,19,0,28,5,2019
Jet Airways,Banglore,Delhi,1,19225.0,280,3,6,2019,5,45,10,25,3,6,2019
Jet Airways,Mumbai,Hyderabad,0,4995.0,85,27,5,2019,7,5,8,30,27,5,2019
IndiGo,Delhi,Cochin,1,5298.0,320,6,12,2019,6,50,12,10,6,12,2019
Jet Airways,Delhi,Cochin,2,9254.0,1950,21,3,2019,10,20,18,50,22,3,2019
Jet Airways,Delhi,Cochin,1,5177.0,300,4,6,2019,14,0,19,0,4,6,2019
Vistara,Kolkata,Banglore,1,9345.0,1625,21,5,2019,20,20,23,25,22,5,2019
Jet Airways,Kolkata,Banglore,1,10844.0,475,5,6,2019,8,25,16,20,5,6,2019
Air India,Delhi,Cochin,2,15428.0,1545,3,3,2019,5,55,7,40,3,4,2019
IndiGo,Delhi,Cochin,1,7255.0,300,21,5,2019,16,0,21,0,21,5,2019
Jet Airways,Delhi,Cochin,1,12898.0,1655,21,5,2019,9,0,12,35,22,5,2019
IndiGo,Banglore,Delhi,1,8707.0,295,3,1,2019,13,40,18,35,3,1,2019
Jet Airways,Delhi,Cochin,1,10262.0,1100,6,3,2019,18,15,12,35,6,4,2019
Jet Airways,Kolkata,Banglore,1,13067.0,870,5,6,2019,20,25,10,55,5,7,2019
Jet Airways,Delhi,Cochin,1,10262.0,1395,6,6,2019,19,45,19,0,6,7,2019
Air India,Kolkata,Banglore,0,4460.0,155,4,9,2019,20,45,23,20,4,9,2019
Jet Airways,Kolkata,Banglore,1,14571.0,570,24,5,2019,14,5,23,35,24,5,2019
Air India,Delhi,Cochin,2,10178.0,1410,6,9,2019,19,45,19,15,6,10,2019
SpiceJet,Chennai,Kolkata,0,7718.0,140,3,1,2019,17,45,20,5,3,1,2019
Jet Airways,Delhi,Cochin,1,16376.0,620,21,5,2019,2,15,12,35,21,5,2019
Jet Airways,Mumbai,Hyderabad,0,5678.0,90,6,6,2019,19,35,21,5,6,6,2019
Multiple carriers,Delhi,Cochin,1,9103.0,505,5,9,2019,10,35,19,0,5,9,2019
Jet Airways,Delhi,Cochin,1,14714.0,925,6,6,2019,13,0,4,25,6,7,2019
SpiceJet,Delhi,Cochin,1,5583.0,380,24,6,2019,15,45,22,5,24,6,2019
IndiGo,Banglore,Delhi,0,4823.0,175,24,4,2019,18,55,21,50,24,4,2019
Jet Airways,Banglore,Delhi,0,4544.0,185,15,4,2019,18,55,22,0,15,4,2019
Air Asia,Delhi,Cochin,1,8759.0,330,18,5,2019,7,55,13,25,18,5,2019
Air Asia,Delhi,Cochin,1,6152.0,330,24,6,2019,7,55,13,25,24,6,2019
Jet Airways,Banglore,Delhi,1,11087.0,1365,18,3,2019,11,40,10,25,16,3,2019
Air India,Kolkata,Banglore,2,11432.0,725,6,6,2019,8,20,20,25,6,6,2019
SpiceJet,Kolkata,Banglore,0,3815.0,150,27,3,2019,17,15,19,45,27,3,2019
Vistara,Kolkata,Banglore,1,8662.0,965,4,1,2019,17,0,9,5,4,2,2019
Jet Airways,Banglore,Delhi,1,17261.0,1425,3,6,2019,11,40,11,25,3,7,2019
IndiGo,Kolkata,Banglore,1,4860.0,275,4,9,2019,19,35,0,10,4,10,2019
Air India,Delhi,Cochin,2,13442.0,1560,3,3,2019,17,15,19,15,3,4,2019
Vistara,Mumbai,Hyderabad,1,12395.0,435,3,6,2019,15,40,22,55,3,6,2019
Air India,Kolkata,Banglore,1,6528.0,1440,15,5,2019,14,35,14,35,16,5,2019
IndiGo,Delhi,Cochin,1,6314.0,965,6,1,2019,4,55,21,0,6,1,2019
IndiGo,Delhi,Cochin,1,6270.0,845,4,9,2019,11,25,1,30,4,10,2019
Jet Airways,Delhi,Cochin,1,14714.0,1395,6,6,2019,19,45,19,0,6,7,2019
Multiple carriers,Delhi,Cochin,1,9359.0,600,15,6,2019,9,15,19,15,15,6,2019
Air India,Delhi,Cochin,0,6724.0,230,4,9,2019,14,5,17,55,4,9,2019
Jet Airways,Delhi,Cochin,1,10262.0,1210,24,6,2019,22,50,19,0,25,6,2019
Vistara,Banglore,Delhi,0,4668.0,160,21,5,2019,7,0,9,40,21,5,2019
IndiGo,Delhi,Cochin,2,6610.0,565,3,6,2019,11,55,21,20,3,6,2019
SpiceJet,Chennai,Kolkata,0,3597.0,135,15,5,2019,8,20,10,35,15,5,2019
IndiGo,Kolkata,Banglore,0,4462.0,165,3,9,2019,10,10,12,55,3,9,2019
Air India,Delhi,Cochin,1,12677.0,1640,3,6,2019,6,5,9,25,3,7,2019
Multiple carriers,Delhi,Cochin,1,23170.0,910,3,1,2019,0,20,15,30,3,1,2019
IndiGo,Kolkata,Banglore,0,4804.0,155,6,6,2019,4,40,7,15,6,6,2019
Multiple carriers,Delhi,Cochin,1,6795.0,760,27,5,2019,12,50,1,30,28,5,2019
Air India,Kolkata,Banglore,1,7662.0,1515,18,5,2019,12,0,13,15,19,5,2019
Air India,Delhi,Cochin,2,12751.0,1100,6,6,2019,13,20,7,40,6,7,2019
Jet Airways,Mumbai,Hyderabad,1,19595.0,1205,3,6,2019,20,45,16,50,3,7,2019
Vistara,Banglore,Delhi,0,7975.0,160,3,9,2019,7,0,9,40,3,9,2019
Jet Airways,Kolkata,Banglore,1,14781.0,345,18,5,2019,14,5,19,50,18,5,2019
Jet Airways,Kolkata,Banglore,1,14781.0,740,5,9,2019,8,25,20,45,5,9,2019
Jet Airways,Kolkata,Banglore,1,10031.0,1585,24,3,2019,13,55,16,20,25,3,2019
Jet Airways,Kolkata,Banglore,1,10844.0,345,6,9,2019,14,5,19,50,6,9,2019
Jet Airways,Banglore,Delhi,0,3502.0,180,5,9,2019,19,50,22,50,5,9,2019
Jet Airways,Delhi,Cochin,2,13292.0,1130,6,1,2019,9,35,4,25,6,2,2019
Jet Airways,Kolkata,Banglore,1,14151.0,1630,6,6,2019,20,25,23,35,6,7,2019
SpiceJet,Mumbai,Hyderabad,0,12475.0,80,3,1,2019,5,45,7,5,3,1,2019
Jet Airways,Delhi,Cochin,1,14714.0,940,6,3,2019,20,55,12,35,6,4,2019
Multiple carriers,Delhi,Cochin,1,8283.0,390,24,5,2019,19,0,1,30,25,5,2019
Jet Airways,Banglore,Delhi,1,11087.0,775,3,12,2019,20,35,9,30,13,3,2019
Jet Airways,Kolkata,Banglore,1,10844.0,345,21,5,2019,14,5,19,50,21,5,2019
IndiGo,Delhi,Cochin,1,5883.0,415,24,6,2019,18,35,1,30,25,6,2019
Air India,Banglore,Delhi,2,7664.0,630,15,3,2019,5,50,16,20,15,3,2019
Jet Airways,Delhi,Cochin,1,12898.0,1225,27,5,2019,8,0,4,25,28,5,2019
Jet Airways,Delhi,Cochin,1,10262.0,1210,6,12,2019,22,50,19,0,13,6,2019
Jet Airways,Kolkata,Banglore,1,13067.0,575,15,5,2019,9,35,19,10,15,5,2019
IndiGo,Kolkata,Banglore,0,4462.0,155,18,3,2019,15,10,17,45,18,3,2019
Jet Airways,Mumbai,Hyderabad,0,5678.0,85,27,6,2019,2,55,4,20,27,6,2019
Jet Airways,Kolkata,Banglore,1,14388.0,330,21,5,2019,6,30,12,0,21,5,2019
Jet Airways,Delhi,Cochin,1,14714.0,1010,6,3,2019,19,45,12,35,6,4,2019
IndiGo,Kolkata,Banglore,0,4804.0,165,27,5,2019,9,35,12,20,27,5,2019
Air India,Delhi,Cochin,2,11281.0,1600,5,9,2019,5,0,7,40,5,10,2019
Jet Airways,Kolkata,Banglore,1,11134.0,660,24,3,2019,21,10,8,10,25,3,2019
Air India,Mumbai,Hyderabad,2,11647.0,810,3,12,2019,19,40,9,10,13,3,2019
Jet Airways,Kolkata,Banglore,1,10539.0,1685,6,9,2019,17,0,21,5,6,10,2019
Multiple carriers,Delhi,Cochin,1,12192.0,660,6,1,2019,8,0,19,0,6,1,2019
Air India,Banglore,Delhi,0,6121.0,170,24,4,2019,13,20,16,10,24,4,2019
Jet Airways,Kolkata,Banglore,1,13759.0,540,24,3,2019,19,45,4,45,25,3,2019
Multiple carriers,Delhi,Cochin,1,6427.0,915,27,3,2019,10,20,1,35,28,3,2019
IndiGo,Banglore,Delhi,0,3943.0,170,4,9,2019,22,10,1,0,4,10,2019
IndiGo,Banglore,Delhi,0,4284.0,170,5,12,2019,22,10,1,0,13,5,2019
IndiGo,Delhi,Cochin,1,8147.0,300,3,9,2019,5,5,10,5,3,9,2019
Jet Airways,Banglore,Delhi,0,3502.0,180,5,12,2019,19,50,22,50,5,12,2019
IndiGo,Mumbai,Hyderabad,0,3342.0,90,15,3,2019,2,30,4,0,15,3,2019
IndiGo,Banglore,Delhi,0,5734.0,165,21,3,2019,6,0,8,45,21,3,2019
SpiceJet,Kolkata,Banglore,1,8224.0,330,6,6,2019,15,55,21,25,6,6,2019
SpiceJet,Delhi,Cochin,1,9748.0,310,3,6,2019,6,10,11,20,3,6,2019
Jet Airways,Delhi,Cochin,2,8834.0,1995,21,3,2019,19,10,4,25,23,3,2019
GoAir,Kolkata,Banglore,1,7102.0,455,5,6,2019,16,40,0,15,5,7,2019
Multiple carriers,Delhi,Cochin,1,13727.0,750,15,5,2019,13,0,1,30,16,5,2019
Jet Airways,Banglore,Delhi,1,11087.0,1310,18,3,2019,11,40,9,30,16,3,2019
Jet Airways,Delhi,Cochin,2,10368.0,1125,15,6,2019,9,40,4,25,16,6,2019
Jet Airways,Banglore,Delhi,0,7229.0,165,6,1,2019,6,0,8,45,6,1,2019
Jet Airways,Delhi,Cochin,1,10262.0,1485,15,6,2019,18,15,19,0,16,6,2019
IndiGo,Banglore,Delhi,0,4823.0,170,15,4,2019,20,0,22,50,15,4,2019
IndiGo,Kolkata,Banglore,0,4804.0,155,24,5,2019,4,40,7,15,24,5,2019
IndiGo,Delhi,Cochin,1,10112.0,305,6,6,2019,23,30,4,35,6,7,2019
Jet Airways,Banglore,Delhi,0,7229.0,165,27,5,2019,6,0,8,45,27,5,2019
Jet Airways,Kolkata,Banglore,1,13067.0,1745,24,5,2019,17,0,22,5,25,5,2019
Jet Airways,Delhi,Cochin,1,14714.0,865,6,3,2019,14,0,4,25,6,4,2019
Air India,Delhi,Cochin,1,8907.0,795,6,3,2019,9,45,23,0,6,3,2019
Jet Airways,Banglore,Delhi,0,7229.0,175,4,9,2019,11,10,14,5,4,9,2019
Multiple carriers,Delhi,Cochin,2,24528.0,465,3,3,2019,17,50,1,35,3,4,2019
IndiGo,Delhi,Cochin,1,6838.0,965,6,3,2019,4,55,21,0,6,3,2019
Multiple carriers,Delhi,Cochin,1,10406.0,835,6,12,2019,7,5,21,0,6,12,2019
Vistara,Mumbai,Hyderabad,1,12395.0,690,3,6,2019,21,55,9,25,3,7,2019
Air India,Kolkata,Banglore,1,10203.0,1435,5,6,2019,20,30,20,25,5,7,2019
IndiGo,Mumbai,Hyderabad,0,4049.0,90,5,12,2019,6,25,7,55,5,12,2019
Jet Airways,Kolkata,Banglore,1,13401.0,1295,6,9,2019,20,25,18,0,6,10,2019
Air India,Delhi,Cochin,2,9968.0,1180,5,9,2019,12,0,7,40,5,10,2019
Jet Airways,Mumbai,Hyderabad,0,8040.0,90,5,6,2019,10,20,11,50,5,6,2019
Multiple carriers,Delhi,Cochin,1,6427.0,620,27,3,2019,15,15,1,35,28,3,2019
IndiGo,Chennai,Kolkata,0,5277.0,140,5,6,2019,22,5,0,25,5,7,2019
Jet Airways,Mumbai,Hyderabad,0,2228.0,85,4,1,2019,2,55,4,20,4,1,2019
Vistara,Banglore,Delhi,0,5613.0,170,24,5,2019,21,0,23,50,24,5,2019
IndiGo,Kolkata,Banglore,1,6669.0,280,5,12,2019,17,35,22,15,5,12,2019
Vistara,Chennai,Kolkata,0,11982.0,140,15,5,2019,17,45,20,5,15,5,2019
Jet Airways,Kolkata,Banglore,2,10118.0,1495,21,5,2019,6,30,7,25,22,5,2019
IndiGo,Kolkata,Banglore,0,4148.0,160,15,3,2019,21,25,0,5,16,3,2019
Jet Airways,Delhi,Cochin,1,18371.0,620,6,9,2019,2,15,12,35,6,9,2019
Multiple carriers,Delhi,Cochin,1,13587.0,570,6,12,2019,11,30,21,0,6,12,2019
Air India,Delhi,Cochin,2,12760.0,1560,6,6,2019,17,15,19,15,6,7,2019
Jet Airways,Delhi,Cochin,2,10368.0,1125,6,6,2019,9,40,4,25,6,7,2019
IndiGo,Mumbai,Hyderabad,0,3175.0,90,6,1,2019,2,35,4,5,6,1,2019
SpiceJet,Chennai,Kolkata,0,3597.0,135,5,9,2019,9,45,12,0,5,9,2019
Multiple carriers,Delhi,Cochin,1,6733.0,840,27,5,2019,11,30,1,30,28,5,2019
Multiple carriers,Delhi,Cochin,1,12192.0,525,6,1,2019,3,50,12,35,6,1,2019
Jet Airways,Delhi,Cochin,2,15129.0,1430,27,5,2019,19,10,19,0,28,5,2019
Vistara,Banglore,Delhi,0,4668.0,170,5,12,2019,11,30,14,20,5,12,2019
Jet Airways,Delhi,Cochin,1,10262.0,1145,27,6,2019,17,30,12,35,28,6,2019
Jet Airways,Delhi,Cochin,2,15129.0,1125,18,5,2019,9,40,4,25,19,5,2019
Multiple carriers,Delhi,Cochin,1,7878.0,920,6,3,2019,7,10,22,30,6,3,2019
Jet Airways,Mumbai,Hyderabad,0,8040.0,90,18,3,2019,10,20,11,50,18,3,2019
Jet Airways,Delhi,Cochin,1,12373.0,620,5,9,2019,2,15,12,35,5,9,2019
Air India,Delhi,Cochin,2,12392.0,1560,18,5,2019,17,15,19,15,19,5,2019
IndiGo,Chennai,Kolkata,0,5277.0,140,18,5,2019,22,5,0,25,19,5,2019
Multiple carriers,Delhi,Cochin,1,7888.0,480,21,5,2019,13,0,21,0,21,5,2019
Multiple carriers,Delhi,Cochin,1,9001.0,630,6,3,2019,8,45,19,15,6,3,2019
IndiGo,Mumbai,Hyderabad,0,4049.0,85,21,3,2019,6,20,7,45,21,3,2019
IndiGo,Chennai,Kolkata,0,4326.0,140,24,3,2019,5,15,7,35,24,3,2019
IndiGo,Banglore,Delhi,0,4777.0,170,3,9,2019,23,30,2,20,13,3,2019
IndiGo,Delhi,Cochin,1,6838.0,570,21,3,2019,11,30,21,0,21,3,2019
IndiGo,Delhi,Cochin,1,6582.0,315,6,6,2019,7,15,12,30,6,6,2019
Jet Airways,Delhi,Cochin,1,10262.0,885,6,1,2019,21,50,12,35,6,2,2019
Air Asia,Banglore,Delhi,0,10873.0,165,3,1,2019,23,25,2,10,3,2,2019
Jet Airways,Delhi,Cochin,1,10262.0,620,27,6,2019,2,15,12,35,27,6,2019
IndiGo,Kolkata,Banglore,0,4148.0,170,27,3,2019,5,30,8,20,27,3,2019
IndiGo,Delhi,Cochin,2,6494.0,565,27,3,2019,11,55,21,20,27,3,2019
Jet Airways,Delhi,Cochin,1,12898.0,1595,21,5,2019,10,0,12,35,22,5,2019
Air India,Delhi,Cochin,2,9968.0,2295,6,9,2019,5,0,19,15,6,10,2019
Jet Airways,Delhi,Cochin,1,12898.0,805,21,5,2019,15,0,4,25,22,5,2019
Multiple carriers,Delhi,Cochin,1,7740.0,455,24,5,2019,14,55,22,30,24,5,2019
Air India,Kolkata,Banglore,1,7452.0,675,5,9,2019,9,50,21,5,5,9,2019
Jet Airways,Mumbai,Hyderabad,0,4160.0,85,21,3,2019,7,10,8,35,21,3,2019
IndiGo,Banglore,Delhi,0,4823.0,170,27,5,2019,8,30,11,20,27,5,2019
Air India,Delhi,Cochin,2,13486.0,500,18,5,2019,10,55,19,15,18,5,2019
Jet Airways,Banglore,Delhi,0,4544.0,185,27,4,2019,18,55,22,0,27,4,2019
Air India,Delhi,Cochin,2,10975.0,1420,21,5,2019,9,45,9,25,22,5,2019
IndiGo,Chennai,Kolkata,0,3858.0,140,5,3,2019,14,45,17,5,5,3,2019
Jet Airways,Delhi,Cochin,2,15129.0,1375,5,6,2019,5,30,4,25,5,7,2019
Air India,Delhi,Cochin,2,10975.0,1420,15,6,2019,9,45,9,25,16,6,2019
Air Asia,Delhi,Cochin,1,6752.0,340,5,9,2019,16,45,22,25,5,9,2019
Air Asia,Kolkata,Banglore,0,3807.0,150,18,6,2019,9,45,12,15,18,6,2019
Air India,Delhi,Cochin,1,13832.0,1255,3,6,2019,12,30,9,25,3,7,2019
Jet Airways,Banglore,Delhi,0,4544.0,185,4,6,2019,18,55,22,0,4,6,2019
Jet Airways,Kolkata,Banglore,1,14571.0,800,6,6,2019,18,55,8,15,6,7,2019
Vistara,Chennai,Kolkata,0,11982.0,140,24,6,2019,17,45,20,5,24,6,2019
Jet Airways,Mumbai,Hyderabad,0,8040.0,85,5,1,2019,7,5,8,30,5,1,2019
Vistara,Banglore,Delhi,0,11913.0,155,18,3,2019,16,0,18,35,18,3,2019
Air Asia,Kolkata,Banglore,1,5162.0,220,24,5,2019,6,50,10,30,24,5,2019
Jet Airways,Delhi,Cochin,2,13014.0,1615,15,6,2019,9,40,12,35,16,6,2019
Jet Airways,Kolkata,Banglore,1,8586.0,450,18,5,2019,21,10,4,40,19,5,2019
Multiple carriers,Delhi,Cochin,1,10197.0,660,21,5,2019,8,0,19,0,21,5,2019
Vistara,Kolkata,Banglore,1,8610.0,1640,5,1,2019,17,0,20,20,5,2,2019
Air Asia,Banglore,Delhi,0,7120.0,170,6,1,2019,23,55,2,45,6,2,2019
Air India,Delhi,Cochin,3,10703.0,2280,5,9,2019,5,15,19,15,5,10,2019
Jet Airways,Delhi,Cochin,1,10262.0,1165,6,1,2019,9,0,4,25,6,2,2019
Jet Airways,Delhi,Cochin,2,11507.0,810,27,6,2019,5,30,19,0,27,6,2019
IndiGo,Banglore,Delhi,0,3943.0,180,6,6,2019,21,15,0,15,6,7,2019
Jet Airways,Delhi,Cochin,2,13292.0,1620,15,6,2019,9,35,12,35,16,6,2019
IndiGo,Banglore,Delhi,1,7166.0,295,21,3,2019,13,40,18,35,21,3,2019
Jet Airways,Delhi,Cochin,1,10262.0,360,15,6,2019,13,0,19,0,15,6,2019
Air Asia,Delhi,Cochin,1,6152.0,625,6,12,2019,20,45,7,10,13,6,2019
Jet Airways,Kolkata,Banglore,1,10703.0,750,15,5,2019,9,35,22,5,15,5,2019
Jet Airways,Banglore,Delhi,0,4030.0,180,21,5,2019,7,10,10,10,21,5,2019
Multiple carriers,Delhi,Cochin,1,17057.0,485,3,6,2019,17,30,1,35,3,7,2019
IndiGo,Chennai,Kolkata,0,3850.0,140,18,6,2019,7,55,10,15,18,6,2019
Jet Airways,Kolkata,Banglore,1,14388.0,800,5,6,2019,20,0,9,20,5,7,2019
