Airline,Source,Destination,Total_Stops,Duration_Hours_Minutes,Day_of_Departure,Month_of_Departure,Year_of_Departure,Dep_Time_Hour,Dep_Time_Minute,Arrival_Time_Hour,Arrival_Time_Minute,Day_of_Arrival,Month_of_Arrival,Year_of_Arrival
IndiGo,Banglore,Delhi,0,175,21,5,2019,0,30,3,25,21,5,2019
Air India,Delhi,Cochin,2,1490,27,6,2019,6,50,7,40,28,6,2019
Jet Airways,Banglore,Delhi,1,530,3,1,2019,22,50,7,40,3,2,2019
IndiGo,Delhi,Cochin,1,810,3,9,2019,7,30,21,0,3,9,2019
IndiGo,Kolkata,Banglore,1,295,6,12,2019,9,20,14,15,6,12,2019
Multiple carriers,Delhi,Cochin,1,765,6,9,2019,9,45,22,30,6,9,2019
IndiGo,Delhi,Cochin,1,315,27,5,2019,7,15,12,30,27,5,2019
Jet Airways,Delhi,Cochin,2,810,6,12,2019,5,30,19,0,6,12,2019
IndiGo,Kolkata,Banglore,0,165,27,3,2019,10,10,12,55,27,3,2019
Jet Airways,Banglore,Delhi,0,180,24,4,2019,17,45,20,45,24,4,2019
Air India,Delhi,Cochin,1,1255,18,5,2019,12,30,9,25,19,5,2019
Jet Airways,Kolkata,Banglore,1,1170,24,5,2019,16,30,12,0,25,5,2019
Multiple carriers,Delhi,Cochin,1,730,21,5,2019,7,5,19,15,21,5,2019
Multiple carriers,Delhi,Cochin,1,420,21,3,2019,14,0,21,0,21,3,2019
Multiple carriers,Delhi,Cochin,1,780,24,6,2019,8,0,21,0,24,6,2019
Multiple carriers,Delhi,Cochin,1,515,3,6,2019,17,0,1,35,3,7,2019
Jet Airways,Mumbai,Hyderabad,0,90,24,3,2019,10,20,11,50,24,3,2019
Jet Airways,Kolkata,Banglore,1,330,24,5,2019,6,30,12,0,24,5,2019
Multiple carriers,Delhi,Cochin,1,390,21,5,2019,19,0,1,30,22,5,2019
Multiple carriers,Delhi,Cochin,1,510,27,3,2019,10,20,18,50,27,3,2019
IndiGo,Delhi,Cochin,1,750,6,12,2019,8,30,21,0,6,12,2019
SpiceJet,Kolkata,Banglore,0,145,5,6,2019,9,0,11,25,5,6,2019
Jet Airways,Mumbai,Hyderabad,0,85,6,3,2019,7,5,8,30,6,3,2019
Vistara,Kolkata,Banglore,1,1555,5,1,2019,7,10,9,5,5,2,2019
Jet Airways,Kolkata,Banglore,1,800,6,9,2019,18,55,8,15,6,10,2019
Jet Airways,Kolkata,Banglore,1,1450,18,5,2019,9,35,9,45,19,5,2019
Jet Airways,Banglore,Delhi,1,435,3,1,2019,8,0,15,15,3,1,2019
Jet Airways,Mumbai,Hyderabad,0,90,6,6,2019,10,20,11,50,6,6,2019
Multiple carriers,Delhi,Cochin,1,730,15,6,2019,7,5,19,15,15,6,2019
Jet Airways,Delhi,Cochin,2,1615,21,5,2019,9,40,12,35,22,5,2019
IndiGo,Banglore,Delhi,0,170,3,3,2019,4,0,6,50,3,3,2019
IndiGo,Banglore,Delhi,0,170,5,9,2019,8,30,11,20,5,9,2019
Vistara,Banglore,Delhi,0,170,18,4,2019,9,45,12,35,18,4,2019
Jet Airways,Banglore,Delhi,1,1455,3,12,2019,18,55,19,10,13,3,2019
Jet Airways,Delhi,Cochin,1,1270,6,9,2019,21,50,19,0,6,10,2019
IndiGo,Delhi,Cochin,1,845,4,9,2019,11,25,1,30,4,10,2019
Air India,Mumbai,Hyderabad,0,90,24,3,2019,13,55,15,25,24,3,2019
Jet Airways,Banglore,Delhi,1,1410,3,12,2019,18,55,18,25,13,3,2019
Air India,Kolkata,Banglore,1,1485,5,6,2019,14,35,15,20,5,7,2019
Multiple carriers,Delhi,Cochin,1,840,15,5,2019,7,0,21,0,15,5,2019
GoAir,Banglore,Delhi,1,270,15,3,2019,15,45,20,15,15,3,2019
Multiple carriers,Delhi,Cochin,1,395,27,5,2019,6,0,12,35,27,5,2019
Jet Airways,Kolkata,Banglore,1,570,18,5,2019,14,5,23,35,18,5,2019
IndiGo,Delhi,Cochin,1,500,6,3,2019,17,10,1,30,6,4,2019
Jet Airways,Kolkata,Banglore,1,845,5,12,2019,20,0,10,5,13,5,2019
IndiGo,Mumbai,Hyderabad,0,90,5,3,2019,21,20,22,50,5,3,2019
IndiGo,Delhi,Cochin,1,300,4,3,2019,16,0,21,0,4,3,2019
IndiGo,Delhi,Cochin,1,705,21,5,2019,9,15,21,0,21,5,2019
Jet Airways,Banglore,Delhi,0,165,18,4,2019,6,0,8,45,18,4,2019
Multiple carriers,Delhi,Cochin,1,555,5,9,2019,13,15,22,30,5,9,2019
SpiceJet,Kolkata,Banglore,1,435,5,12,2019,11,35,18,50,5,12,2019
Jet Airways,Kolkata,Banglore,1,590,5,6,2019,6,30,16,20,5,6,2019
Jet Airways,Kolkata,Banglore,1,945,5,1,2019,16,30,8,15,5,2,2019
Jet Airways,Kolkata,Banglore,1,690,21,5,2019,9,35,21,5,21,5,2019
Jet Airways,Kolkata,Banglore,1,945,18,5,2019,16,30,8,15,19,5,2019
Jet Airways,Kolkata,Banglore,1,705,5,1,2019,6,30,18,15,5,1,2019
Jet Airways,Delhi,Cochin,1,805,6,1,2019,15,0,4,25,6,2,2019
Jet Airways,Delhi,Cochin,1,825,6,1,2019,22,50,12,35,6,2,2019
Jet Airways,Delhi,Cochin,2,1125,21,5,2019,9,40,4,25,22,5,2019
Jet Airways,Delhi,Cochin,1,600,18,5,2019,9,0,19,0,18,5,2019
Multiple carriers Premium economy,Delhi,Cochin,1,705,21,3,2019,7,30,19,15,21,3,2019
Vistara,Chennai,Kolkata,0,140,18,6,2019,17,45,20,5,18,6,2019
SpiceJet,Kolkata,Banglore,1,330,5,1,2019,15,55,21,25,5,1,2019
IndiGo,Banglore,Delhi,0,170,4,3,2019,23,30,2,20,4,4,2019
Jet Airways,Delhi,Cochin,1,600,27,5,2019,9,0,19,0,27,5,2019
Multiple carriers,Delhi,Cochin,1,835,6,12,2019,7,5,21,0,6,12,2019
SpiceJet,Banglore,Delhi,0,175,24,3,2019,9,35,12,30,24,3,2019
SpiceJet,Banglore,Delhi,0,170,6,6,2019,9,30,12,20,6,6,2019
Air India,Banglore,Delhi,0,165,6,6,2019,10,0,12,45,6,6,2019
Jet Airways,Kolkata,Banglore,1,1010,5,6,2019,16,30,9,20,5,7,2019
Air Asia,Banglore,Delhi,0,165,5,3,2019,11,10,13,55,5,3,2019
Jet Airways,Banglore,Delhi,1,1035,21,3,2019,5,45,23,0,21,3,2019
IndiGo,Mumbai,Hyderabad,0,85,27,3,2019,12,0,13,25,27,3,2019
Vistara,Kolkata,Banglore,1,1660,24,3,2019,7,10,10,50,25,3,2019
Jet Airways,Kolkata,Banglore,1,1075,15,5,2019,17,0,10,55,16,5,2019
IndiGo,Kolkata,Banglore,1,265,4,3,2019,19,20,23,45,4,3,2019
Multiple carriers,Delhi,Cochin,1,520,21,5,2019,10,35,19,15,21,5,2019
Jet Airways,Banglore,Delhi,1,305,18,3,2019,14,5,19,10,18,3,2019
Multiple carriers,Delhi,Cochin,1,840,3,6,2019,7,0,21,0,3,6,2019
SpiceJet,Chennai,Kolkata,0,155,3,9,2019,9,30,12,5,3,9,2019
SpiceJet,Chennai,Kolkata,0,140,3,12,2019,17,45,20,5,3,12,2019
Multiple carriers,Delhi,Cochin,1,930,6,9,2019,10,0,1,30,6,10,2019
Multiple carriers,Delhi,Cochin,1,385,6,1,2019,12,50,19,15,6,1,2019
Air India,Delhi,Cochin,2,1855,6,12,2019,12,20,19,15,13,6,2019
SpiceJet,Delhi,Cochin,1,295,15,5,2019,17,55,22,50,15,5,2019
Air India,Delhi,Cochin,2,1100,6,3,2019,13,20,7,40,6,4,2019
Air India,Kolkata,Banglore,2,1555,4,3,2019,9,10,11,5,4,4,2019
Air India,Delhi,Cochin,2,435,27,5,2019,12,0,19,15,27,5,2019
Jet Airways,Banglore,Delhi,0,175,21,6,2019,11,10,14,5,21,6,2019
Multiple carriers,Delhi,Cochin,1,740,6,9,2019,6,40,19,0,6,9,2019
Jet Airways,Kolkata,Banglore,1,910,15,5,2019,8,25,23,35,15,5,2019
GoAir,Banglore,Delhi,0,175,3,9,2019,20,55,23,50,3,9,2019
IndiGo,Delhi,Cochin,1,290,6,9,2019,15,10,20,0,6,9,2019
IndiGo,Delhi,Cochin,1,845,21,3,2019,11,30,1,35,22,3,2019
Jet Airways,Delhi,Cochin,1,650,27,3,2019,8,0,18,50,27,3,2019
Jet Airways,Delhi,Cochin,2,1615,6,12,2019,9,40,12,35,13,6,2019
Jet Airways,Delhi,Cochin,1,535,3,6,2019,9,55,18,50,3,6,2019
Jet Airways,Banglore,Delhi,0,175,5,1,2019,11,10,14,5,5,1,2019
Jet Airways,Delhi,Cochin,1,1280,21,5,2019,7,5,4,25,22,5,2019
Jet Airways,Banglore,Delhi,0,180,6,1,2019,8,20,11,20,6,1,2019
Jet Airways,Banglore,Delhi,1,625,3,1,2019,8,0,18,25,3,1,2019
Vistara,Banglore,Delhi,0,170,27,4,2019,9,45,12,35,27,4,2019
Jet Airways,Delhi,Cochin,1,540,18,5,2019,10,0,19,0,18,5,2019
Jet Airways,Kolkata,Banglore,1,1215,6,9,2019,8,25,4,40,6,10,2019
Air Asia,Banglore,Delhi,0,165,21,5,2019,11,10,13,55,21,5,2019
IndiGo,Chennai,Kolkata,0,140,21,6,2019,14,45,17,5,21,6,2019
SpiceJet,Kolkata,Banglore,0,140,6,1,2019,22,20,0,40,6,2,2019
Jet Airways,Delhi,Cochin,2,1025,18,5,2019,19,30,12,35,19,5,2019
IndiGo,Delhi,Cochin,1,965,6,9,2019,4,55,21,0,6,9,2019
Air India,Delhi,Cochin,2,1470,6,3,2019,7,10,7,40,6,4,2019
Jet Airways,Delhi,Cochin,2,1125,6,9,2019,9,40,4,25,6,10,2019
Multiple carriers,Delhi,Cochin,1,505,6,9,2019,10,35,19,0,6,9,2019
Jet Airways,Kolkata,Banglore,1,345,24,5,2019,14,5,19,50,24,5,2019
Jet Airways,Kolkata,Banglore,1,450,6,9,2019,21,10,4,40,6,10,2019
IndiGo,Chennai,Kolkata,0,145,3,1,2019,14,40,17,5,3,1,2019
GoAir,Banglore,Delhi,0,170,15,6,2019,11,40,14,30,15,6,2019
Jet Airways,Delhi,Cochin,1,540,27,6,2019,10,0,19,0,27,6,2019
SpiceJet,Chennai,Kolkata,0,135,6,6,2019,9,45,12,0,6,6,2019
SpiceJet,Chennai,Kolkata,0,155,24,3,2019,9,30,12,5,24,3,2019
Jet Airways,Banglore,Delhi,1,730,18,3,2019,16,55,5,5,16,3,2019
Air India,Delhi,Cochin,1,1255,21,3,2019,12,30,9,25,22,3,2019
SpiceJet,Kolkata,Banglore,0,150,27,3,2019,17,15,19,45,27,3,2019
GoAir,Banglore,Delhi,0,175,3,1,2019,20,55,23,50,3,1,2019
Jet Airways,Delhi,Cochin,1,660,6,1,2019,8,0,19,0,6,1,2019
Multiple carriers,Delhi,Cochin,1,720,27,5,2019,9,0,21,0,27,5,2019
Jet Airways,Delhi,Cochin,1,450,18,5,2019,20,55,4,25,19,5,2019
IndiGo,Banglore,Delhi,0,175,6,3,2019,7,10,10,5,6,3,2019
IndiGo,Banglore,Delhi,0,170,15,4,2019,13,0,15,50,15,4,2019
Jet Airways,Kolkata,Banglore,1,590,21,5,2019,6,30,16,20,21,5,2019
Multiple carriers,Delhi,Cochin,1,930,6,6,2019,10,0,1,30,6,7,2019
IndiGo,Banglore,Delhi,0,165,4,9,2019,1,30,4,15,4,9,2019
GoAir,Kolkata,Banglore,1,495,5,1,2019,23,30,7,45,5,2,2019
IndiGo,Delhi,Cochin,1,415,5,9,2019,18,35,1,30,5,10,2019
Jet Airways,Delhi,Cochin,2,1615,27,6,2019,9,40,12,35,28,6,2019
Air India,Delhi,Cochin,1,735,15,6,2019,7,0,19,15,15,6,2019
Air India,Kolkata,Banglore,2,765,21,5,2019,16,50,5,35,22,5,2019
Air India,Banglore,Delhi,0,170,5,1,2019,21,5,23,55,5,1,2019
Jet Airways,Kolkata,Banglore,1,730,21,5,2019,21,10,9,20,22,5,2019
Jet Airways,Kolkata,Banglore,1,510,6,9,2019,14,5,22,35,6,9,2019
GoAir,Delhi,Cochin,1,370,4,1,2019,7,25,13,35,4,1,2019
Jet Airways,Delhi,Cochin,1,1570,21,3,2019,2,15,4,25,22,3,2019
IndiGo,Kolkata,Banglore,1,240,5,9,2019,6,20,10,20,5,9,2019
Jet Airways,Delhi,Cochin,1,1225,3,6,2019,8,0,4,25,3,7,2019
Air India,Kolkata,Banglore,1,1605,4,1,2019,20,30,23,15,4,2,2019
GoAir,Banglore,Delhi,0,175,3,9,2019,11,40,14,35,3,9,2019
Jet Airways,Delhi,Cochin,2,600,6,6,2019,18,25,4,25,6,7,2019
Jet Airways,Mumbai,Hyderabad,0,85,15,5,2019,2,55,4,20,15,5,2019
Jet Airways,Delhi,Cochin,1,600,15,6,2019,9,0,19,0,15,6,2019
Jet Airways,Delhi,Cochin,2,1390,27,6,2019,13,25,12,35,28,6,2019
Multiple carriers,Delhi,Cochin,1,585,27,6,2019,9,15,19,0,27,6,2019
Jet Airways,Mumbai,Hyderabad,0,90,24,6,2019,8,45,10,15,24,6,2019
Multiple carriers,Delhi,Cochin,1,570,15,5,2019,11,30,21,0,15,5,2019
IndiGo,Kolkata,Banglore,1,240,21,5,2019,6,20,10,20,21,5,2019
Vistara,Kolkata,Banglore,1,1640,6,9,2019,17,0,20,20,6,10,2019
IndiGo,Kolkata,Banglore,1,240,5,6,2019,6,20,10,20,5,6,2019
Jet Airways,Mumbai,Hyderabad,0,90,5,9,2019,10,20,11,50,5,9,2019
Air India,Delhi,Cochin,1,955,6,3,2019,17,40,9,35,6,4,2019
Air India,Banglore,Delhi,0,165,27,6,2019,10,0,12,45,27,6,2019
Jet Airways,Kolkata,Banglore,1,730,5,12,2019,16,30,4,40,13,5,2019
Air Asia,Banglore,Delhi,0,170,5,9,2019,4,55,7,45,5,9,2019
Air India,Kolkata,Banglore,0,150,15,6,2019,14,15,16,45,15,6,2019
Air India,Delhi,Cochin,2,1420,6,3,2019,9,45,9,25,6,4,2019
IndiGo,Delhi,Cochin,1,480,24,6,2019,17,30,1,30,25,6,2019
Jet Airways,Delhi,Cochin,1,1425,5,9,2019,19,15,19,0,5,10,2019
Air India,Kolkata,Banglore,1,675,5,9,2019,9,50,21,5,5,9,2019
IndiGo,Banglore,Delhi,0,170,24,3,2019,13,0,15,50,24,3,2019
Jet Airways,Banglore,Delhi,0,175,21,4,2019,11,10,14,5,21,4,2019
Jet Airways,Mumbai,Hyderabad,0,90,27,6,2019,10,20,11,50,27,6,2019
Jet Airways,Kolkata,Banglore,1,570,5,9,2019,14,5,23,35,5,9,2019
Jet Airways,Delhi,Cochin,1,825,18,5,2019,22,50,12,35,19,5,2019
Air India,Kolkata,Banglore,0,155,4,3,2019,20,45,23,20,4,3,2019
Jet Airways,Kolkata,Banglore,1,1430,4,1,2019,20,0,19,50,4,2,2019
Jet Airways,Kolkata,Banglore,1,395,15,5,2019,17,0,23,35,15,5,2019
GoAir,Kolkata,Banglore,1,455,5,12,2019,16,40,0,15,13,5,2019
Jet Airways,Kolkata,Banglore,1,1655,24,5,2019,20,0,23,35,25,5,2019
Jet Airways,Banglore,Delhi,1,435,21,3,2019,8,55,16,10,21,3,2019
Jet Airways,Delhi,Cochin,1,395,6,12,2019,21,50,4,25,13,6,2019
Jet Airways,Kolkata,Banglore,1,1550,6,6,2019,18,55,20,45,6,7,2019
Jet Airways,Delhi,Cochin,1,660,6,3,2019,8,0,19,0,6,3,2019
Jet Airways,Delhi,Cochin,2,910,15,6,2019,21,25,12,35,16,6,2019
Jet Airways,Banglore,Delhi,0,180,24,5,2019,17,45,20,45,24,5,2019
SpiceJet,Chennai,Kolkata,0,140,27,5,2019,17,45,20,5,27,5,2019
Jet Airways,Kolkata,Banglore,1,1500,5,1,2019,17,0,18,0,5,2,2019
Jet Airways,Kolkata,Banglore,1,1365,5,6,2019,20,25,19,10,5,7,2019
IndiGo,Banglore,Delhi,0,175,3,1,2019,18,25,21,20,3,1,2019
Multiple carriers,Delhi,Cochin,1,420,6,9,2019,14,0,21,0,6,9,2019
IndiGo,Kolkata,Banglore,0,165,24,4,2019,9,35,12,20,24,4,2019
Multiple carriers,Delhi,Cochin,1,465,6,1,2019,11,30,19,15,6,1,2019
Multiple carriers,Delhi,Cochin,1,795,27,6,2019,6,0,19,15,27,6,2019
Jet Airways,Banglore,Delhi,0,180,27,4,2019,17,45,20,45,27,4,2019
Jet Airways,Kolkata,Banglore,1,730,21,5,2019,21,10,9,20,22,5,2019
Jet Airways,Banglore,Delhi,0,180,6,12,2019,8,20,11,20,6,12,2019
IndiGo,Delhi,Cochin,1,415,27,5,2019,18,35,1,30,28,5,2019
IndiGo,Mumbai,Hyderabad,0,85,3,3,2019,21,20,22,45,3,3,2019
Jet Airways,Kolkata,Banglore,1,705,21,5,2019,6,30,18,15,21,5,2019
Jet Airways,Delhi,Cochin,1,745,27,3,2019,16,0,4,25,28,3,2019
Air India,Kolkata,Banglore,0,155,4,9,2019,20,45,23,20,4,9,2019
Jet Airways,Delhi,Cochin,2,1465,21,3,2019,18,25,18,50,22,3,2019
IndiGo,Kolkata,Banglore,0,165,6,9,2019,9,35,12,20,6,9,2019
Jet Airways,Delhi,Cochin,2,1995,3,6,2019,19,10,4,25,3,8,2019
Jet Airways,Banglore,Delhi,0,180,18,6,2019,17,45,20,45,18,6,2019
IndiGo,Kolkata,Banglore,0,150,4,3,2019,15,15,17,45,4,3,2019
Jet Airways,Banglore,Delhi,0,175,6,3,2019,15,15,18,10,6,3,2019
SpiceJet,Banglore,Delhi,0,175,21,5,2019,21,10,0,5,22,5,2019
Vistara,Chennai,Kolkata,0,140,5,1,2019,17,45,20,5,5,1,2019
Air India,Banglore,Delhi,2,1525,3,12,2019,8,50,10,15,13,3,2019
IndiGo,Banglore,Delhi,1,285,3,1,2019,16,50,21,35,3,1,2019
IndiGo,Kolkata,Banglore,0,160,3,6,2019,21,25,0,5,3,7,2019
Air India,Delhi,Cochin,2,1490,21,3,2019,6,50,7,40,22,3,2019
Jet Airways,Delhi,Cochin,1,1505,24,6,2019,11,30,12,35,25,6,2019
Jet Airways,Mumbai,Hyderabad,0,85,18,6,2019,2,55,4,20,18,6,2019
Jet Airways,Kolkata,Banglore,1,800,24,5,2019,20,25,9,45,25,5,2019
IndiGo,Kolkata,Banglore,0,165,6,12,2019,9,35,12,20,6,12,2019
Air India,Banglore,Delhi,1,410,3,3,2019,9,30,16,20,3,3,2019
Jet Airways,Banglore,Delhi,0,175,5,9,2019,11,10,14,5,5,9,2019
Air India,Mumbai,Hyderabad,0,75,15,3,2019,19,30,20,45,15,3,2019
IndiGo,Chennai,Kolkata,0,140,15,6,2019,19,35,21,55,15,6,2019
Jet Airways,Delhi,Cochin,2,1615,5,9,2019,9,40,12,35,5,10,2019
IndiGo,Delhi,Cochin,1,425,27,5,2019,5,5,12,10,27,5,2019
Jet Airways,Kolkata,Banglore,1,1655,5,6,2019,6,30,10,5,5,7,2019
Multiple carriers,Delhi,Cochin,1,455,21,3,2019,18,0,1,35,22,3,2019
IndiGo,Kolkata,Banglore,1,315,6,6,2019,21,0,2,15,6,7,2019
Jet Airways,Delhi,Cochin,1,650,21,3,2019,8,0,18,50,21,3,2019
Air India,Delhi,Cochin,1,555,27,5,2019,10,0,19,15,27,5,2019
Jet Airways,Kolkata,Banglore,1,705,6,9,2019,6,30,18,15,6,9,2019
Vistara,Banglore,Delhi,0,170,6,1,2019,21,0,23,50,6,1,2019
Air India,Delhi,Cochin,2,1410,27,3,2019,19,45,19,15,28,3,2019
Multiple carriers,Delhi,Cochin,1,910,6,3,2019,3,50,19,0,6,3,2019
IndiGo,Delhi,Cochin,0,195,27,5,2019,21,5,0,20,28,5,2019
IndiGo,Chennai,Kolkata,0,140,24,5,2019,7,55,10,15,24,5,2019
Jet Airways,Banglore,Delhi,1,830,3,6,2019,20,35,10,25,3,7,2019
Air India,Delhi,Cochin,1,570,6,6,2019,13,30,23,0,6,6,2019
Jet Airways,Banglore,Delhi,1,390,15,3,2019,5,50,12,20,15,3,2019
Jet Airways,Mumbai,Hyderabad,0,90,6,6,2019,19,35,21,5,6,6,2019
Multiple carriers,Delhi,Cochin,1,465,3,6,2019,11,30,19,15,3,6,2019
Jet Airways,Banglore,Delhi,0,180,6,6,2019,8,20,11,20,6,6,2019
Jet Airways,Delhi,Cochin,0,195,21,6,2019,11,0,14,15,21,6,2019
Multiple carriers,Delhi,Cochin,1,450,3,6,2019,8,0,15,30,3,6,2019
IndiGo,Delhi,Cochin,0,195,6,3,2019,5,35,8,50,6,3,2019
Air India,Delhi,Cochin,1,1660,3,1,2019,4,0,7,40,3,2,2019
SpiceJet,Chennai,Kolkata,0,155,3,1,2019,9,30,12,5,3,1,2019
Vistara,Kolkata,Banglore,1,765,15,5,2019,20,20,9,5,16,5,2019
Jet Airways,Delhi,Cochin,1,300,21,5,2019,14,0,19,0,21,5,2019
IndiGo,Banglore,Delhi,0,170,27,4,2019,22,10,1,0,28,4,2019
Jet Airways,Delhi,Cochin,0,195,6,12,2019,11,0,14,15,6,12,2019
Multiple carriers,Delhi,Cochin,1,535,24,6,2019,10,20,19,15,24,6,2019
SpiceJet,Kolkata,Banglore,0,155,15,5,2019,6,55,9,30,15,5,2019
IndiGo,Kolkata,Banglore,0,160,15,3,2019,21,25,0,5,16,3,2019
Jet Airways,Delhi,Cochin,2,1620,27,6,2019,9,35,12,35,28,6,2019
Multiple carriers,Delhi,Cochin,1,510,6,1,2019,17,0,1,30,6,2,2019
Jet Airways,Kolkata,Banglore,1,735,24,5,2019,20,0,8,15,25,5,2019
Multiple carriers,Delhi,Cochin,1,595,3,3,2019,8,55,18,50,3,3,2019
IndiGo,Kolkata,Banglore,0,160,21,3,2019,21,25,0,5,22,3,2019
IndiGo,Delhi,Cochin,1,810,5,6,2019,7,30,21,0,5,6,2019
Air India,Mumbai,Hyderabad,0,80,3,3,2019,21,5,22,25,3,3,2019
Jet Airways,Kolkata,Banglore,1,870,5,9,2019,20,25,10,55,5,10,2019
Multiple carriers,Delhi,Cochin,1,930,27,5,2019,10,0,1,30,28,5,2019
SpiceJet,Chennai,Kolkata,0,140,3,3,2019,17,45,20,5,3,3,2019
Multiple carriers,Delhi,Cochin,1,560,21,5,2019,11,40,21,0,21,5,2019
Air India,Delhi,Cochin,2,1595,24,6,2019,16,40,19,15,25,6,2019
Jet Airways,Mumbai,Hyderabad,0,90,3,3,2019,2,55,4,25,3,3,2019
Jet Airways,Mumbai,Hyderabad,0,90,21,5,2019,10,20,11,50,21,5,2019
Air India,Kolkata,Banglore,2,1700,21,5,2019,9,25,13,45,22,5,2019
Jet Airways,Banglore,Delhi,0,175,27,6,2019,11,10,14,5,27,6,2019
Multiple carriers,Delhi,Cochin,1,455,27,6,2019,11,40,19,15,27,6,2019
Air India,Delhi,Cochin,2,1275,27,6,2019,22,0,19,15,28,6,2019
SpiceJet,Banglore,Delhi,0,175,3,3,2019,9,35,12,30,3,3,2019
Multiple carriers,Delhi,Cochin,1,515,3,9,2019,17,0,1,35,3,10,2019
Air India,Kolkata,Banglore,2,1045,5,12,2019,5,50,23,15,5,12,2019
Jet Airways,Delhi,Cochin,2,425,6,3,2019,5,30,12,35,6,3,2019
IndiGo,Delhi,Cochin,1,490,5,9,2019,14,20,22,30,5,9,2019
Air India,Banglore,Delhi,1,495,3,12,2019,0,30,8,45,3,12,2019
IndiGo,Banglore,Delhi,1,295,3,3,2019,12,10,17,5,3,3,2019
Multiple carriers,Delhi,Cochin,1,375,27,6,2019,13,0,19,15,27,6,2019
GoAir,Banglore,Delhi,0,175,18,4,2019,7,45,10,40,18,4,2019
Jet Airways,Delhi,Cochin,2,505,27,5,2019,20,0,4,25,28,5,2019
SpiceJet,Kolkata,Banglore,0,150,18,5,2019,14,55,17,25,18,5,2019
Jet Airways,Kolkata,Banglore,1,590,5,9,2019,8,25,18,15,5,9,2019
Vistara,Banglore,Delhi,0,160,27,6,2019,7,0,9,40,27,6,2019
Air India,Kolkata,Banglore,2,1415,21,5,2019,8,20,7,55,22,5,2019
Air India,Delhi,Cochin,1,1420,21,3,2019,9,45,9,25,22,3,2019
Jet Airways,Delhi,Cochin,1,335,18,5,2019,22,50,4,25,19,5,2019
Air India,Kolkata,Banglore,1,1185,5,12,2019,20,30,16,15,13,5,2019
Air India,Delhi,Cochin,2,1275,6,1,2019,22,0,19,15,6,2,2019
IndiGo,Delhi,Cochin,1,305,6,3,2019,23,30,4,35,6,4,2019
Jet Airways,Delhi,Cochin,2,830,15,6,2019,14,35,4,25,16,6,2019
SpiceJet,Delhi,Cochin,1,315,6,3,2019,6,5,11,20,6,3,2019
Multiple carriers,Delhi,Cochin,1,645,6,6,2019,8,30,19,15,6,6,2019
Jet Airways,Mumbai,Hyderabad,0,85,21,5,2019,2,55,4,20,21,5,2019
IndiGo,Banglore,Delhi,0,175,21,5,2019,18,25,21,20,21,5,2019
IndiGo,Banglore,Delhi,0,170,24,3,2019,16,55,19,45,24,3,2019
IndiGo,Delhi,Cochin,1,345,6,1,2019,2,0,7,45,6,1,2019
IndiGo,Banglore,Delhi,0,175,24,4,2019,18,55,21,50,24,4,2019
IndiGo,Delhi,Cochin,1,845,5,6,2019,11,25,1,30,5,7,2019
Jet Airways,Kolkata,Banglore,1,1660,6,6,2019,18,55,22,35,6,7,2019
Multiple carriers,Delhi,Cochin,1,835,15,6,2019,7,5,21,0,15,6,2019
Jet Airways,Kolkata,Banglore,1,365,6,9,2019,16,30,22,35,6,9,2019
Air India,Delhi,Cochin,2,1730,6,6,2019,14,25,19,15,6,7,2019
Jet Airways,Delhi,Cochin,2,440,24,5,2019,11,40,19,0,24,5,2019
Air India,Mumbai,Hyderabad,0,90,3,1,2019,13,55,15,25,3,1,2019
Air India,Delhi,Cochin,1,640,6,6,2019,21,0,7,40,6,7,2019
IndiGo,Delhi,Cochin,1,885,3,3,2019,7,35,22,20,3,3,2019
Jet Airways,Kolkata,Banglore,1,910,5,12,2019,18,55,10,5,13,5,2019
Jet Airways,Kolkata,Banglore,1,425,24,5,2019,16,30,23,35,24,5,2019
Air India,Kolkata,Banglore,2,895,21,5,2019,8,20,23,15,21,5,2019
IndiGo,Banglore,Delhi,0,170,18,3,2019,22,20,1,10,19,3,2019
Jet Airways,Kolkata,Banglore,1,660,24,3,2019,21,10,8,10,25,3,2019
IndiGo,Banglore,Delhi,0,170,3,3,2019,13,0,15,50,3,3,2019
Air India,Delhi,Cochin,1,675,15,6,2019,8,0,19,15,15,6,2019
Multiple carriers,Delhi,Cochin,1,930,18,5,2019,10,0,1,30,19,5,2019
IndiGo,Banglore,Delhi,0,165,4,3,2019,1,30,4,15,4,3,2019
Air India,Delhi,Cochin,3,1585,27,6,2019,5,15,7,40,28,6,2019
IndiGo,Banglore,Delhi,0,175,5,6,2019,0,30,3,25,5,6,2019
Air India,Delhi,Cochin,1,1640,21,3,2019,6,5,9,25,22,3,2019
Vistara,Delhi,Cochin,0,190,21,6,2019,14,40,17,50,21,6,2019
IndiGo,Banglore,Delhi,1,295,3,9,2019,16,55,21,50,3,9,2019
Vistara,Kolkata,Banglore,1,965,5,12,2019,17,0,9,5,13,5,2019
IndiGo,Kolkata,Banglore,0,155,4,6,2019,22,15,0,50,4,7,2019
Air India,Kolkata,Banglore,2,765,6,9,2019,16,50,5,35,6,10,2019
IndiGo,Mumbai,Hyderabad,0,95,6,3,2019,20,5,21,40,6,3,2019
Air India,Delhi,Cochin,1,1125,15,5,2019,13,30,8,15,16,5,2019
Jet Airways,Delhi,Cochin,1,865,18,5,2019,14,0,4,25,19,5,2019
